Date,Close,Ticker
2015-01-06,24.61,AMBC
2015-01-06,39.9775,KSS
2015-01-06,38.0261,DLB
2015-01-06,64.0663,CW
2015-01-06,41.7241,VBND
2015-01-06,77.0189,VSS
2015-01-06,48.4737,VT
2015-01-06,6.59,CVGI
2015-01-06,72900.0,BIOC
2015-01-06,22.2,ENSV
2015-01-06,13.21,PENN
2015-01-06,18.3609,IMOS
2015-01-06,66.7345,MOG-A
2015-01-06,40.2339,J
2015-01-06,23.2262,PRGS
2015-01-06,24.7164,HACK
2015-01-06,49.6336,ETN
2015-01-06,37.2649,NWN
2015-01-06,21.9372,SPTM
2015-01-06,1.74501,NTIP
2015-01-06,18.3035,CSV
2015-01-06,21.4986,NKSH
2015-01-06,12.4098,BSAC
2015-01-06,24.2358,HCSG
2015-01-06,55.284,MSI
2015-01-06,2.64,TRT
2015-01-06,7.07297,TEF
2015-01-06,85.8447,AON
2015-01-06,18.3256,FRI
2015-01-06,8.67,VLRS
2015-01-06,9.29173,CRESY
2015-01-06,6.5619,CNHI
2015-01-06,27.1321,CNS
2015-01-06,30.48,ASPS
2015-01-06,2.16,PRTS
2015-01-06,26.7334,ISRA
2015-01-06,37.4362,EQT
2015-01-06,30.5757,SRC
2015-01-06,9.24949,NYCB
2015-01-06,38.2192,L
2015-01-07,69.7192,EXP
2015-01-07,10.1516,OPXS
2015-01-07,40.3042,DXJ
2015-01-07,81.66,FXY
2015-01-07,77.7059,VSS
2015-01-07,49.0982,VT
2015-01-07,6.55,CVGI
2015-01-07,10.85,CDZI
2015-01-07,66.6125,MOG-A
2015-01-07,39.7006,J
2015-01-07,14.23,PENN
2015-01-07,18.5595,IMOS
2015-01-07,23.1,ENSV
2015-01-07,41.4373,KSS
2015-01-07,38.0712,DLB
2015-01-07,63.7615,CW
2015-01-07,41.6826,VBND
2015-01-07,12.6102,CIZN
2015-01-07,9.19,CENT
2015-01-07,13.1934,FLIC
2015-01-07,1.4,SGRP
2015-01-07,25.26,AMBC
2015-01-07,83160.0,BIOC
2015-01-07,24.2358,HCSG
2015-01-07,55.2155,MSI
2015-01-07,3.33,TRT
2015-01-07,49.7801,ETN
2015-01-07,37.5723,NWN
2015-01-07,9.3686,NYCB
2015-01-07,38.2192,L
2015-01-07,27.5817,CNS
2015-01-07,30.34,ASPS
2015-01-07,2.3039,PRTS
2015-01-07,27.1257,ISRA
2015-01-07,37.4878,EQT
2015-01-07,30.9477,SRC
2015-01-07,23.6488,PRGS
2015-01-07,25.1202,HACK
2015-01-07,10.0372,CRESY
2015-01-07,6.5619,CNHI
2015-01-07,8.68,VLRS
2015-01-07,7.094,TEF
2015-01-07,86.8247,AON
2015-01-07,18.5974,FRI
2015-01-07,18.2944,CSV
2015-01-07,21.3767,NKSH
2015-01-07,22.1188,SPTM
2015-01-07,1.72936,NTIP
2015-01-07,12.7239,BSAC
2015-01-07,215.12,ZSL
2015-01-08,221.0,ZSL
2015-01-08,6.60518,CNHI
2015-01-08,8.61,VLRS
2015-01-08,27.9922,CNS
2015-01-08,31.41,ASPS
2015-01-08,2.21,PRTS
2015-01-08,51.5607,ETN
2015-01-08,38.2716,NWN
2015-01-08,9.52941,NYCB
2015-01-08,38.8304,L
2015-01-08,41.0047,DXJ
2015-01-08,6.79,CVGI
2015-01-08,10.74,CDZI
2015-01-08,12.9652,CIZN
2015-01-08,9.19,CENT
2015-01-08,12.9695,FLIC
2015-01-08,14.52,PENN
2015-01-08,18.7818,IMOS
2015-01-08,23.55,ENSV
2015-01-08,82080.0,BIOC
2015-01-08,41.5793,KSS
2015-01-08,38.5224,DLB
2015-01-08,64.9617,CW
2015-01-08,41.6743,VBND
2015-01-08,72.3432,EXP
2015-01-08,10.1516,OPXS
2015-01-08,9.89521,CRESY
2015-01-08,27.632,ISRA
2015-01-08,38.9895,EQT
2015-01-08,81.32,FXY
2015-01-08,49.8394,VT
2015-01-08,30.7245,SRC
2015-01-08,12.8906,BSAC
2015-01-08,23.7118,PRGS
2015-01-08,25.572,HACK
2015-01-08,78.219,VSS
2015-01-08,67.7098,MOG-A
2015-01-08,24.5468,HCSG
2015-01-08,56.0724,MSI
2015-01-08,3.24,TRT
2015-01-08,22.4865,SPTM
2015-01-08,1.72154,NTIP
2015-01-08,7.1834,TEF
2015-01-08,88.1004,AON
2015-01-08,18.6757,CSV
2015-01-08,21.9,NKSH
2015-01-08,1.39,SGRP
2015-01-08,26.1,AMBC
2015-01-08,18.6694,FRI
2015-01-08,41.129,J
2015-01-09,217.34,ZSL
2015-01-09,87.6197,AON
2015-01-09,18.6774,FRI
2015-01-09,24.4272,HCSG
2015-01-09,55.7982,MSI
2015-01-09,3.14,TRT
2015-01-09,22.3506,SPTM
2015-01-09,1.76066,NTIP
2015-01-09,18.5577,CSV
2015-01-09,21.3624,NKSH
2015-01-09,7.07297,TEF
2015-01-09,40.6939,KSS
2015-01-09,37.8456,DLB
2015-01-09,63.7234,CW
2015-01-09,41.724,VBND
2015-01-09,78.1859,VSS
2015-01-09,49.5063,VT
2015-01-09,6.49,CVGI
2015-01-09,1.39,SGRP
2015-01-09,25.96,AMBC
2015-01-09,66.8658,MOG-A
2015-01-09,40.0244,J
2015-01-09,14.48,PENN
2015-01-09,18.7421,IMOS
2015-01-09,24.0,ENSV
2015-01-09,82.07,FXY
2015-01-09,71.8261,EXP
2015-01-09,10.1516,OPXS
2015-01-09,40.0957,DXJ
2015-01-09,87750.0,BIOC
2015-01-09,12.9652,CIZN
2015-01-09,12.8521,BSAC
2015-01-09,23.3881,PRGS
2015-01-09,25.3605,HACK
2015-01-09,50.9209,ETN
2015-01-09,37.9565,NWN
2015-01-09,8.75,VLRS
2015-01-09,28.116,CNS
2015-01-09,28.9,ASPS
2015-01-09,2.21,PRTS
2015-01-09,27.5367,ISRA
2015-01-09,39.2631,EQT
2015-01-09,30.4021,SRC
2015-01-09,9.37456,NYCB
2015-01-09,38.2478,L
2015-01-09,9.85971,CRESY
2015-01-09,6.47533,CNHI
2015-01-09,10.6,CDZI
2015-01-09,9.37,CENT
2015-01-09,12.7059,FLIC
2015-01-12,69.6617,EXP
2015-01-12,10.1516,OPXS
2015-01-12,40.0039,DXJ
2015-01-12,12.6562,CIZN
2015-01-12,9.43,CENT
2015-01-12,12.3825,FLIC
2015-01-12,1.43,SGRP
2015-01-12,25.96,AMBC
2015-01-12,40.9777,KSS
2015-01-12,37.7554,DLB
2015-01-12,82.22,FXY
2015-01-12,62.7995,CW
2015-01-12,41.8154,VBND
2015-01-12,77.6231,VSS
2015-01-12,49.2481,VT
2015-01-12,6.4,CVGI
2015-01-12,10.4,CDZI
2015-01-12,65.5997,MOG-A
2015-01-12,38.815,J
2015-01-12,14.55,PENN
2015-01-12,18.6786,IMOS
2015-01-12,26.25,ENSV
2015-01-12,85050.0,BIOC
2015-01-12,37.8849,L
2015-01-12,28.8457,CNS
2015-01-12,26.94,ASPS
2015-01-12,2.37,PRTS
2015-01-12,27.504,ISRA
2015-01-12,37.462,EQT
2015-01-12,30.6997,SRC
2015-01-12,24.3235,HCSG
2015-01-12,55.1469,MSI
2015-01-12,3.15,TRT
2015-01-12,9.37456,NYCB
2015-01-12,7.08349,TEF
2015-01-12,86.3809,AON
2015-01-12,18.8053,FRI
2015-01-12,18.3307,CSV
2015-01-12,21.0541,NKSH
2015-01-12,22.1291,SPTM
2015-01-12,1.83892,NTIP
2015-01-12,38.0872,NWN
2015-01-12,50.4738,ETN
2015-01-12,10.0816,CRESY
2015-01-12,6.58787,CNHI
2015-01-12,9.56,VLRS
2015-01-12,12.5829,BSAC
2015-01-12,23.5499,PRGS
2015-01-12,25.4374,HACK
2015-01-12,214.12,ZSL
2015-01-13,202.96,ZSL
2015-01-13,38.5329,NWN
2015-01-13,9.30904,NYCB
2015-01-13,37.8658,L
2015-01-13,50.4584,ETN
2015-01-13,54.9412,MSI
2015-01-13,2.95,TRT
2015-01-13,22.0881,SPTM
2015-01-13,1.79979,NTIP
2015-01-13,7.15185,TEF
2015-01-13,86.7415,AON
2015-01-13,18.7493,FRI
2015-01-13,18.4306,CSV
2015-01-13,21.2118,NKSH
2015-01-13,14.67,PENN
2015-01-13,18.5039,IMOS
2015-01-13,26.4,ENSV
2015-01-13,73710.0,BIOC
2015-01-13,24.6185,HCSG
2015-01-13,40.9845,KSS
2015-01-13,2.23,PRTS
2015-01-13,29.7449,CNS
2015-01-13,16.49,ASPS
2015-01-13,82.56,FXY
2015-01-13,27.1351,ISRA
2015-01-13,37.4826,EQT
2015-01-13,30.5757,SRC
2015-01-13,12.5252,BSAC
2015-01-13,23.7388,PRGS
2015-01-13,25.2932,HACK
2015-01-13,10.1881,CRESY
2015-01-13,6.57056,CNHI
2015-01-13,9.56,VLRS
2015-01-13,37.7464,DLB
2015-01-13,41.8569,VBND
2015-01-13,63.0852,CW
2015-01-13,12.6562,CIZN
2015-01-13,9.35,CENT
2015-01-13,12.3328,FLIC
2015-01-13,1.5,SGRP
2015-01-13,26.12,AMBC
2015-01-13,66.5563,MOG-A
2015-01-13,38.3388,J
2015-01-13,77.9376,VSS
2015-01-13,49.2814,VT
2015-01-13,6.34,CVGI
2015-01-13,10.51,CDZI
2015-01-13,68.3976,EXP
2015-01-13,10.1516,OPXS
2015-01-13,40.1541,DXJ
2015-01-14,205.26,ZSL
2015-01-14,22.5428,PRGS
2015-01-14,25.2067,HACK
2015-01-14,49.518,ETN
2015-01-14,38.6789,NWN
2015-01-14,6.5619,CNHI
2015-01-14,9.42,VLRS
2015-01-14,30.39,CNS
2015-01-14,18.06,ASPS
2015-01-14,2.29,PRTS
2015-01-14,12.3265,BSAC
2015-01-14,30.9725,SRC
2015-01-14,37.7871,EQT
2015-01-14,27.2939,ISRA
2015-01-14,9.16015,NYCB
2015-01-14,37.4934,L
2015-01-14,9.85971,CRESY
2015-01-14,18.7756,CSV
2015-01-14,21.0756,NKSH
2015-01-14,7.1834,TEF
2015-01-14,86.612,AON
2015-01-14,18.9412,FRI
2015-01-14,24.6504,HCSG
2015-01-14,54.6413,MSI
2015-01-14,2.75,TRT
2015-01-14,22.028,SPTM
2015-01-14,1.79979,NTIP
2015-01-14,10.38,CDZI
2015-01-14,39.7538,DXJ
2015-01-14,82.97,FXY
2015-01-14,68.3018,EXP
2015-01-14,11.0745,OPXS
2015-01-14,12.5379,CIZN
2015-01-14,9.25,CENT
2015-01-14,15.42,PENN
2015-01-14,18.8295,IMOS
2015-01-14,27.3,ENSV
2015-01-14,67500.0,BIOC
2015-01-14,40.4979,KSS
2015-01-14,37.5478,DLB
2015-01-14,63.19,CW
2015-01-14,41.8071,VBND
2015-01-14,77.8962,VSS
2015-01-14,49.0566,VT
2015-01-14,6.25,CVGI
2015-01-14,1.43,SGRP
2015-01-14,25.69,AMBC
2015-01-14,66.7438,MOG-A
2015-01-14,37.9865,J
2015-01-14,12.079,FLIC
2015-01-15,77.9707,VSS
2015-01-15,66.3687,MOG-A
2015-01-15,36.72,J
2015-01-15,15.19,PENN
2015-01-15,26.85,ENSV
2015-01-15,66420.0,BIOC
2015-01-15,10.14,CDZI
2015-01-15,12.6023,CIZN
2015-01-15,9.03,CENT
2015-01-15,11.9646,FLIC
2015-01-15,1.44,SGRP
2015-01-15,25.61,AMBC
2015-01-15,39.5719,KSS
2015-01-15,37.0606,DLB
2015-01-15,62.4375,CW
2015-01-15,42.0395,VBND
2015-01-15,18.6309,IMOS
2015-01-15,48.8984,VT
2015-01-15,30.0121,CNS
2015-01-15,18.37,ASPS
2015-01-15,2.2,PRTS
2015-01-15,27.0417,ISRA
2015-01-15,37.431,EQT
2015-01-15,31.0965,SRC
2015-01-15,9.08272,NYCB
2015-01-15,37.0636,L
2015-01-15,6.5013,CNHI
2015-01-15,9.51,VLRS
2015-01-15,12.2047,BSAC
2015-01-15,22.4889,PRGS
2015-01-15,24.4857,HACK
2015-01-15,49.387,ETN
2015-01-15,38.6559,NWN
2015-01-15,21.779,SPTM
2015-01-15,1.78414,NTIP
2015-01-15,9.91296,CRESY
2015-01-15,6.07,CVGI
2015-01-15,19.5473,CSV
2015-01-15,67.2292,EXP
2015-01-15,9.22876,OPXS
2015-01-15,39.6203,DXJ
2015-01-15,20.6383,NKSH
2015-01-15,24.3873,HCSG
2015-01-15,54.3413,MSI
2015-01-15,2.83,TRT
2015-01-15,7.16237,TEF
2015-01-15,86.4826,AON
2015-01-15,18.9972,FRI
2015-01-15,83.64,FXY
2015-01-15,204.38,ZSL
2015-01-16,185.36,ZSL
2015-01-16,2.86,TRT
2015-01-16,15.1,PENN
2015-01-16,18.3133,IMOS
2015-01-16,27.3,ENSV
2015-01-16,63180.0,BIOC
2015-01-16,40.1059,KSS
2015-01-16,37.8727,DLB
2015-01-16,63.0376,CW
2015-01-16,41.9316,VBND
2015-01-16,12.6233,CIZN
2015-01-16,9.24,CENT
2015-01-16,12.0641,FLIC
2015-01-16,1.478,SGRP
2015-01-16,26.63,AMBC
2015-01-16,37.0913,J
2015-01-16,67.9442,MOG-A
2015-01-16,10.09,CDZI
2015-01-16,6.15,CVGI
2015-01-16,78.5832,VSS
2015-01-16,49.498,VT
2015-01-16,2.23,PRTS
2015-01-16,27.2789,ISRA
2015-01-16,39.0102,EQT
2015-01-16,31.3693,SRC
2015-01-16,12.1919,BSAC
2015-01-16,22.7227,PRGS
2015-01-16,24.9952,HACK
2015-01-16,9.90408,CRESY
2015-01-16,6.57921,CNHI
2015-01-16,9.6,VLRS
2015-01-16,7.26754,TEF
2015-01-16,88.3408,AON
2015-01-16,19.1651,FRI
2015-01-16,27.66,ASPS
2015-01-16,19.4747,CSV
2015-01-16,21.9123,SPTM
2015-01-16,1.78805,NTIP
2015-01-16,24.6345,HCSG
2015-01-16,54.8898,MSI
2015-01-16,20.9466,NKSH
2015-01-16,30.5334,CNS
2015-01-16,37.5411,L
2015-01-16,82.71,FXY
2015-01-16,49.7878,ETN
2015-01-16,39.386,NWN
2015-01-16,9.20184,NYCB
2015-01-16,40.5293,DXJ
2015-01-16,11.0745,OPXS
2015-01-16,70.198,EXP
2015-01-20,179.32,ZSL
2015-01-20,81.92,FXY
2015-01-20,64260.0,BIOC
2015-01-20,39.4435,KSS
2015-01-20,37.8637,DLB
2015-01-20,62.7804,CW
2015-01-20,42.0063,VBND
2015-01-20,27.0,ENSV
2015-01-20,69.0584,EXP
2015-01-20,11.0745,OPXS
2015-01-20,41.2882,DXJ
2015-01-20,18.4959,IMOS
2015-01-20,12.0691,FLIC
2015-01-20,54.8641,MSI
2015-01-20,2.71,TRT
2015-01-20,22.0639,SPTM
2015-01-20,1.81544,NTIP
2015-01-20,7.52522,TEF
2015-01-20,87.518,AON
2015-01-20,19.0132,FRI
2015-01-20,19.3294,CSV
2015-01-20,20.5953,NKSH
2015-01-20,15.11,PENN
2015-01-20,1.5099,SGRP
2015-01-20,26.7,AMBC
2015-01-20,68.0943,MOG-A
2015-01-20,37.1104,J
2015-01-20,78.6495,VSS
2015-01-20,49.5896,VT
2015-01-20,6.06,CVGI
2015-01-20,9.97,CDZI
2015-01-20,12.6365,CIZN
2015-01-20,9.23,CENT
2015-01-20,6.53593,CNHI
2015-01-20,9.62,VLRS
2015-01-20,30.3639,CNS
2015-01-20,21.26,ASPS
2015-01-20,2.26,PRTS
2015-01-20,39.8471,NWN
2015-01-20,9.14824,NYCB
2015-01-20,37.5793,L
2015-01-20,9.79759,CRESY
2015-01-20,27.2472,ISRA
2015-01-20,38.2206,EQT
2015-01-20,31.1709,SRC
2015-01-20,12.2304,BSAC
2015-01-20,23.0554,PRGS
2015-01-20,25.1586,HACK
2015-01-20,49.9497,ETN
2015-01-20,24.5707,HCSG
2015-01-21,39.6857,NWN
2015-01-21,12.5509,BSAC
2015-01-21,22.8216,PRGS
2015-01-21,39.6463,KSS
2015-01-21,37.9539,DLB
2015-01-21,62.6566,CW
2015-01-21,41.7407,VBND
2015-01-21,78.8233,VSS
2015-01-21,49.956,VT
2015-01-21,5.95,CVGI
2015-01-21,1.51,SGRP
2015-01-21,26.96,AMBC
2015-01-21,68.5444,MOG-A
2015-01-21,37.6913,J
2015-01-21,15.59,PENN
2015-01-21,27.0,ENSV
2015-01-21,68040.0,BIOC
2015-01-21,9.78,CDZI
2015-01-21,12.6365,CIZN
2015-01-21,9.03,CENT
2015-01-21,12.0492,FLIC
2015-01-21,18.5039,IMOS
2015-01-21,24.9952,HACK
2015-01-21,50.7359,ETN
2015-01-21,6.70907,CNHI
2015-01-21,9.33,VLRS
2015-01-21,30.1945,CNS
2015-01-21,24.71,ASPS
2015-01-21,2.21,PRTS
2015-01-21,26.9764,ISRA
2015-01-21,39.6088,EQT
2015-01-21,31.1709,SRC
2015-01-21,9.1661,NYCB
2015-01-21,37.4552,L
2015-01-21,10.0195,CRESY
2015-01-21,19.1115,CSV
2015-01-21,70.6194,EXP
2015-01-21,11.0745,OPXS
2015-01-21,41.1047,DXJ
2015-01-21,7.6041,TEF
2015-01-21,87.4071,AON
2015-01-21,18.9892,FRI
2015-01-21,24.4431,HCSG
2015-01-21,55.1126,MSI
2015-01-21,2.62,TRT
2015-01-21,22.2243,SPTM
2015-01-21,1.80762,NTIP
2015-01-21,82.57,FXY
2015-01-21,20.8319,NKSH
2015-01-21,175.02,ZSL
2015-01-22,170.14,ZSL
2015-01-22,9.92183,CRESY
2015-01-22,6.74369,CNHI
2015-01-22,9.24,VLRS
2015-01-22,12.9739,BSAC
2015-01-22,23.5589,PRGS
2015-01-22,25.1009,HACK
2015-01-22,52.1696,ETN
2015-01-22,39.947,NWN
2015-01-22,9.52941,NYCB
2015-01-22,38.0568,L
2015-01-22,29.5625,CNS
2015-01-22,23.86,ASPS
2015-01-22,2.21,PRTS
2015-01-22,27.1459,ISRA
2015-01-22,39.1495,EQT
2015-01-22,82.02,FXY
2015-01-22,68.0145,EXP
2015-01-22,11.9974,OPXS
2015-01-22,41.5134,DXJ
2015-01-22,31.5676,SRC
2015-01-22,25.0969,HCSG
2015-01-22,56.0124,MSI
2015-01-22,2.69,TRT
2015-01-22,7.65668,TEF
2015-01-22,88.4702,AON
2015-01-22,19.333,FRI
2015-01-22,19.6835,CSV
2015-01-22,21.3982,NKSH
2015-01-22,1.83109,NTIP
2015-01-22,22.5626,SPTM
2015-01-22,67500.0,BIOC
2015-01-22,25.65,ENSV
2015-01-22,15.45,PENN
2015-01-22,18.615,IMOS
2015-01-22,12.6365,CIZN
2015-01-22,12.1039,FLIC
2015-01-22,1.45,SGRP
2015-01-22,27.49,AMBC
2015-01-22,40.6804,KSS
2015-01-22,34.8768,DLB
2015-01-22,64.4092,CW
2015-01-22,41.8237,VBND
2015-01-22,79.1295,VSS
2015-01-22,50.5306,VT
2015-01-22,6.21,CVGI
2015-01-22,9.71,CDZI
2015-01-22,70.8514,MOG-A
2015-01-22,37.7103,J
2015-01-22,9.07,CENT
2015-01-23,171.82,ZSL
2015-01-23,82.57,FXY
2015-01-23,27.2472,ISRA
2015-01-23,38.7367,EQT
2015-01-23,12.9098,BSAC
2015-01-23,23.1543,PRGS
2015-01-23,25.3124,HACK
2015-01-23,9.82421,CRESY
2015-01-23,6.53593,CNHI
2015-01-23,9.27,VLRS
2015-01-23,29.0999,CNS
2015-01-23,21.29,ASPS
2015-01-23,2.22,PRTS
2015-01-23,51.6532,ETN
2015-01-23,39.9009,NWN
2015-01-23,9.39243,NYCB
2015-01-23,31.3941,SRC
2015-01-23,37.6653,L
2015-01-23,78.5584,VSS
2015-01-23,50.1558,VT
2015-01-23,6.17,CVGI
2015-01-23,9.81,CDZI
2015-01-23,68.4646,EXP
2015-01-23,11.9974,OPXS
2015-01-23,41.1881,DXJ
2015-01-23,37.8913,J
2015-01-23,71.1609,MOG-A
2015-01-23,1.4099,SGRP
2015-01-23,25.1367,HCSG
2015-01-23,56.1153,MSI
2015-01-23,2.73,TRT
2015-01-23,22.4689,SPTM
2015-01-23,1.83884,NTIP
2015-01-23,7.74608,TEF
2015-01-23,26.87,AMBC
2015-01-23,87.2869,AON
2015-01-23,19.8015,CSV
2015-01-23,21.219,NKSH
2015-01-23,15.32,PENN
2015-01-23,18.4483,IMOS
2015-01-23,26.25,ENSV
2015-01-23,66150.0,BIOC
2015-01-23,40.6736,KSS
2015-01-23,35.7521,DLB
2015-01-23,65.1236,CW
2015-01-23,41.998,VBND
2015-01-23,12.3936,CIZN
2015-01-23,9.19,CENT
2015-01-23,12.0044,FLIC
2015-01-23,19.269,FRI
2015-01-26,69.451,EXP
2015-01-26,12.9203,OPXS
2015-01-26,41.8886,DXJ
2015-01-26,20.319,CSV
2015-01-26,22.1796,NKSH
2015-01-26,82.1,FXY
2015-01-26,71.5736,MOG-A
2015-01-26,7.90384,TEF
2015-01-26,87.0558,AON
2015-01-26,19.4401,FRI
2015-01-26,25.2324,HCSG
2015-01-26,56.3124,MSI
2015-01-26,2.78,TRT
2015-01-26,22.548,SPTM
2015-01-26,1.83892,NTIP
2015-01-26,9.7,CDZI
2015-01-26,12.2026,CIZN
2015-01-26,38.0627,J
2015-01-26,9.19,CENT
2015-01-26,15.62,PENN
2015-01-26,18.9883,IMOS
2015-01-26,28.35,ENSV
2015-01-26,61560.0,BIOC
2015-01-26,41.5184,KSS
2015-01-26,36.2484,DLB
2015-01-26,64.4854,CW
2015-01-26,41.9648,VBND
2015-01-26,79.3199,VSS
2015-01-26,50.4972,VT
2015-01-26,6.23,CVGI
2015-01-26,1.45,SGRP
2015-01-26,26.62,AMBC
2015-01-26,11.9447,FLIC
2015-01-26,9.45794,NYCB
2015-01-26,37.7608,L
2015-01-26,9.85084,CRESY
2015-01-26,27.1086,ISRA
2015-01-26,31.7412,SRC
2015-01-26,12.9996,BSAC
2015-01-26,23.2532,PRGS
2015-01-26,25.2548,HACK
2015-01-26,51.5067,ETN
2015-01-26,39.824,NWN
2015-01-26,6.60518,CNHI
2015-01-26,9.54,VLRS
2015-01-26,28.9435,CNS
2015-01-26,22.15,ASPS
2015-01-26,2.2,PRTS
2015-01-26,38.9379,EQT
2015-01-26,179.76,ZSL
2015-01-27,175.52,ZSL
2015-01-27,28.7089,CNS
2015-01-27,71.0202,MOG-A
2015-01-27,37.2532,J
2015-01-27,15.31,PENN
2015-01-27,19.2027,IMOS
2015-01-27,27.66,ENSV
2015-01-27,61290.0,BIOC
2015-01-27,9.52,CDZI
2015-01-27,12.3275,CIZN
2015-01-27,8.89,CENT
2015-01-27,11.9696,FLIC
2015-01-27,1.4499,SGRP
2015-01-27,25.9,AMBC
2015-01-27,21.91,ASPS
2015-01-27,41.2819,KSS
2015-01-27,64.0758,CW
2015-01-27,41.9648,VBND
2015-01-27,79.353,VSS
2015-01-27,50.1808,VT
2015-01-27,6.15,CVGI
2015-01-27,35.7702,DLB
2015-01-27,2.2,PRTS
2015-01-27,27.3219,ISRA
2015-01-27,38.7728,EQT
2015-01-27,82.57,FXY
2015-01-27,19.4289,FRI
2015-01-27,69.3744,EXP
2015-01-27,12.9203,OPXS
2015-01-27,41.6134,DXJ
2015-01-27,86.2885,AON
2015-01-27,31.7412,SRC
2015-01-27,9.36265,NYCB
2015-01-27,37.6557,L
2015-01-27,9.77984,CRESY
2015-01-27,6.47533,CNHI
2015-01-27,9.39,VLRS
2015-01-27,12.9547,BSAC
2015-01-27,23.0374,PRGS
2015-01-27,24.9471,HACK
2015-01-27,50.1192,ETN
2015-01-27,39.5243,NWN
2015-01-27,7.9354,TEF
2015-01-27,22.323,SPTM
2015-01-27,20.5732,CSV
2015-01-27,21.5918,NKSH
2015-01-27,25.1128,HCSG
2015-01-27,55.6525,MSI
2015-01-27,2.92,TRT
2015-01-27,1.83884,NTIP
2015-01-28,177.7,ZSL
2015-01-28,9.32723,CRESY
2015-01-28,6.37145,CNHI
2015-01-28,9.15,VLRS
2015-01-28,7.7566,TEF
2015-01-28,84.2085,AON
2015-01-28,19.301,FRI
2015-01-28,20.6731,CSV
2015-01-28,21.0039,NKSH
2015-01-28,22.1173,SPTM
2015-01-28,1.83892,NTIP
2015-01-28,24.8736,HCSG
2015-01-28,54.7098,MSI
2015-01-28,3.0,TRT
2015-01-28,24.4857,HACK
2015-01-28,22.6687,PRGS
2015-01-28,31.6668,SRC
2015-01-28,78.368,VSS
